4.52	237
5.121	237
17.46	237
4.16	237
15.79	237
4.345	237
20.26	237
10.352	237
19.72	236
2.45	236
3.19	236
12.17	236
11.22	236
20.471	236
8.73	236
17.62	236
15.63	236
4.392	236
4.212	235
8.68	235
4.26	235
3.92	235
2.62	235
4.214	235
4.45	235
19.52	235
4.142	235
10.412	235
6.71	235
3.76	235
6.33	235
4.281	234
14.32	234
5.71	234
15.22	234
15.42	234
1.35	234
15.82	234
4.17	234
4.843	234
18.11	234
11.12	234
11.11	233
14.73	233
2.24	233
6.77	233
12.54	233
11.43	233
4.857	232
14.49	232
11.84	232
13.38	232
16.39	232
18.45	232
4.612	232
12.6	232
6.51	232
8.41	232
17.15	232
7.43	232
2.76	231
4.54	231
3.592	231
4.241	231
3.591	231
16.18	231
20.24	231
8.47	231
4.344	231
15.212	230
2.61	230
17.38	230
12.68	230
4.372	230
14.17	230
6.36	230
8.69	229
5.32	229
3.57	229
2.63	229
14.332	229
11.65	229
4.34	229
4.38	229
4.451	228
18.33	228
21.42	228
11.61	228
3.35	228
2.454	228
4.462	228
15.72	228
5.81	228
16.19	228
1.64	227
16.48	227
12.75	227
1.24	227
12.84	227
10.75	227
2.445	227
12.1	227
18.211	227
5.86	227
11.86	226
3.655	226
11.51	226
11.78	226
4.209	226
12.48	226
14.16	226
1.77	226
4.374	226
14.29	226
15.36	225
14.44	225
7.21	225
7.48	225
8.53	225
17.172	225
9.211	225
10.451	225
3.813	225
6.48	225
4.441	225
16.76	225
2.64	225
4.144	225
14.451	225
5.141	224
17.171	224
5.54	224
3.62	224
8.72	224
6.31	224
5.84	224
7.37	223
5.9	223
10.413	223
10.83	223
2.511	223
14.26	223
7.54	222
17.54	222
8.24	222
17.36	222
5.94	222
1.57	222
9.66	222
8.67	222
4.231	222
12.7	221
7.15	221
3.97	221
2.57	221
7.421	221
16.79	221
19.17	221
19.15	221
3.55	220
16.38	220
10.351	220
17.18	220
6.24	219
4.96	219
2.521	219
21.31	219
5.38	219
1.25	219
3.819	219
18.38	219
16.78	219
4.342	219
11.62	219
4.521	218
7.55	218
14.71	218
18.222	218
11.88	218
2.456	218
2.455	218
9.81	218
4.213	218
3.12	218
2.522	217
5.37	217
12.47	217
10.65	217
9.5	217
18.15	217
2.458	217
5.55	217
20.52	217
20.54	217
2.72	216
11.53	216
19.31	216
6.46	216
21.37	216
18.34	215
3.54	215
2.37	215
1.32	215
13.2	215
14.252	215
6.39	215
20.44	214
3.13	214
21.39	214
20.51	214
8.931	214
16.63	213
2.82	213
18.19	213
13.0	213
9.23	212
5.24	212
1.87	212
3.93	212
7.31	212
18.72	212
1.39	212
18.71	212
3.583	212
8.13	211
3.52	211
18.73	211
4.271	211
4.272	211
20.17	211
20.63	211
18.52	211
2.77	210
16.251	210
3.24	210
3.32	210
3.815	210
3.614	210
11.92	210
20.45	209
7.25	209
10.66	209
2.341	209
10.612	209
4.42	209
17.43	209
15.62	209
3.15	209
8.42	209
6.49	209
5.79	209
16.54	209
4.352	208
2.71	208
9.771	208
3.18	208
4.591	208
1.362	208
18.18	208
3.816	208
5.58	208
13.44	208
1.322	208
19.54	207
2.641	207
6.28	207
17.441	207
11.89	207
5.66	207
10.852	207
1.71	207
9.422	207
5.7	206
11.44	206
6.76	206
20.14	206
4.852	205
18.37	205
11.87	205
14.74	205
14.481	205
1.45	205
19.37	205
2.611	204
5.51	204
21.11	204
6.74	204
3.584	204
14.491	204
4.301	204
20.43	203
9.24	203
6.94	203
2.631	203
6.73	203
16.69	203
20.42	202
4.321	202
10.92	202
18.36	202
6.22	202
10.74	202
19.42	202
20.15	202
6.44	202
20.65	202
6.96	201
9.791	201
8.21	201
13.36	201
19.56	201
7.57	200
14.76	200
3.25	200
10.76	200
20.41	200
5.59	200
2.621	200
9.77	199
3.821	199
8.11	198
11.64	198
3.822	198
16.65	198
3.74	198
6.61	198
18.57	198
5.25	197
5.27	197
3.21	197
11.79	197
3.812	197
6.43	197
13.3	196
17.35	196
17.44	196
10.81	196
11.69	196
7.46	196
3.34	195
3.586	195
5.87	195
19.57	195
8.34	195
10.91	194
2.73	194
8.23	194
18.44	194
6.72	194
9.18	194
13.104	194
6.62	194
5.971	193
5.28	193
5.821	193
3.2	193
19.12	193
6.32	193
14.78	193
3.72	192
3.653	192
3.29	192
17.28	192
8.25	191
9.48	191
9.79	191
4.146	191
18.16	191
6.45	191
16.51	191
7.47	191
3.41	191
18.56	191
21.44	190
9.49	190
8.26	189
9.64	189
4.71	189
4.145	189
5.42	188
3.593	188
3.45	188
1.329	188
2.39	187
20.21	187
7.231	187
11.66	187
4.732	187
6.93	186
6.82	186
3.91	186
7.44	186
11.63	186
3.26	185
14.53	185
3.814	185
5.57	185
20.48	184
7.32	184
20.27	184
18.61	184
6.41	184
3.5	184
2.941	184
2.942	184
14.62	184
1.323	184
5.391	183
5.39	183
1.76	183
11.77	182
5.53	182
8.691	182
13.103	182
1.78	182
13.4	182
8.74	182
4.302	182
11.85	181
6.95	181
9.67	181
5.77	181
6.52	181
3.71	181
3.42	181
20.49	180
7.23	180
5.36	180
15.61	180
10.831	180
8.81	180
13.102	180
21.43	179
9.74	179
9.72	179
3.81	179
13.101	179
12.78	179
6.63	179
9.69	178
8.52	178
12.77	177
10.614	177
2.38	177
4.201	177
3.23	177
3.38	177
7.52	177
21.18	176
21.35	176
13.42	175
2.74	175
8.94	175
8.212	175
9.65	175
3.46	175
7.14	175
5.82	175
14.75	174
3.36	174
13.105	174
20.46	173
4.222	173
8.27	173
7.33	173
18.74	173
5.65	173
21.32	173
14.61	173
4.452	172
21.15	172
9.6	172
10.851	172
21.24	172
20.53	172
21.23	172
3.44	172
5.44	171
8.84	171
13.5	171
14.51	170
21.16	169
5.93	169
3.652	169
8.97	169
3.28	169
19.63	169
5.85	169
5.89	169
10.615	168
7.62	168
6.92	168
14.77	167
9.43	167
3.22	167
6.13	167
5.63	167
7.24	166
13.10	166
20.56	166
10.85	166
6.37	166
5.45	165
8.48	165
20.35	164
7.17	164
9.251	164
9.84	164
21.36	164
20.23	163
3.73	163
5.92	162
13.106	162
7.221	162
4.842	162
19.33	162
14.66	162
21.34	161
7.53	161
20.55	161
13.6	161
12.541	161
14.65	161
14.67	161
14.68	161
6.58	160
7.61	160
21.22	160
15.39	159
6.54	159
14.63	159
14.64	159
8.43	158
13.9	158
13.7	158
20.31	157
9.71	157
21.17	157
7.18	156
8.91	156
6.34	156
21.38	155
3.37	155
21.25	155
13.8	155
3.56	154
20.33	154
6.23	153
19.36	153
3.582	153
18.67	153
9.78	151
3.47	151
5.88	151
10.78	150
8.941	150
3.654	150
7.58	150
5.43	150
8.92	149
5.76	149
1.26	149
9.68	149
10.77	148
3.665	148
21.33	148
3.77	148
6.25	146
10.84	146
21.46	145
1.34	145
8.35	145
9.61	144
8.64	144
1.341	143
9.63	143
4.221	143
21.47	142
19.44	142
3.664	142
7.63	142
20.36	141
21.21	141
10.88	141
10.86	138
3.663	138
7.131	137
3.661	137
8.61	136
9.62	136
8.83	136
10.36	136
6.59	135
20.222	134
3.78	134
9.83	134
6.27	133
5.75	131
8.44	131
1.343	129
8.65	128
3.662	128
10.87	128
6.79	127
8.46	125
1.352	125
5.91	124
20.34	124
10.89	122
8.63	120
8.45	118
1.353	116
7.64	114
1.354	114
8.82	112
8.62	106
8.66	105
1.342	104
9.82	104
3.622	101
8.912	100
8.85	98
8.96	94
5.78	90
6.411	78
10.832	72
7.16	60
6.461	58
